Province,Province_ch,Region,Region_ch,District/County,District/County_ch,Longitude,Latitude,Post Code
Henan Province,河南省,Shangqiu City,商丘市,Tancheng County,柘城县,115.3,34.07,476200
Henan Province,河南省,Shangqiu City,商丘市,Yucheng County,虞城县,115.85,34.4,476300
Henan Province,河南省,Shangqiu City,商丘市,Xiayi County,夏邑县,116.13,34.23,476400
Henan Province,河南省,Shangqiu City,商丘市,Permanent city,永城市,116.43,33.92,476600
Henan Province,河南省,Xinyang City,信阳市,Xinyang City,信阳市,114.07,32.13,464000
Henan Province,河南省,Xinyang City,信阳市,Luohe District,浉河区,114.05,32.12,464000
Henan Province,河南省,Xinyang City,信阳市,Pingqiao District,平桥区,114.12,32.1,464100
Henan Province,河南省,Xinyang City,信阳市,Luoshan County,罗山县,114.53,32.2,464200
Henan Province,河南省,Xinyang City,信阳市,Guangshan County,光山县,114.9,32.02,465450
Henan Province,河南省,Xinyang City,信阳市,New county,新县,114.87,31.63,465550
Henan Province,河南省,Xinyang City,信阳市,Mall,商城县,115.4,31.8,465350
Henan Province,河南省,Xinyang City,信阳市,Gu Shi County,固始县,115.68,32.18,465200
Henan Province,河南省,Xinyang City,信阳市,Huangchuan County,潢川县,115.03,32.13,465150
Henan Province,河南省,Xinyang City,信阳市,Huaibin County,淮滨县,115.4,32.43,464400
Henan Province,河南省,Xinyang City,信阳市,Xixian County,息县,114.73,32.35,464300
Henan Province,河南省,Zhoukou City,周口市,Zhoukou City,周口市,114.65,33.62,466000
Henan Province,河南省,Zhoukou City,周口市,Fugou County,扶沟县,114.38,34.07,461300
Henan Province,河南省,Zhoukou City,周口市,Xihua County,西华县,114.53,33.8,466600
Henan Province,河南省,Zhoukou City,周口市,Shangshui County,商水县,114.6,33.53,466100
Henan Province,河南省,Zhoukou City,周口市,Shenqiu County,沈丘县,115.07,33.4,466300
Henan Province,河南省,Zhoukou City,周口市,Dancheng County,郸城县,115.2,33.65,477150
Henan Province,河南省,Zhoukou City,周口市,Huaiyang County,淮阳县,114.88,33.73,466700
Henan Province,河南省,Zhoukou City,周口市,Taikang County,太康县,114.85,34.07,475400
Henan Province,河南省,Zhoukou City,周口市,Luyi County,鹿邑县,115.48,33.87,477200
Henan Province,河南省,Zhoukou City,周口市,Cities,项城市,114.9,33.45,466200
Henan Province,河南省,Zhumadian City,驻马店市,Zhumadian City,驻马店市,114.02,32.98,463000
Henan Province,河南省,Zhumadian City,驻马店市,Post -city area,驿城区,114.05,32.97,463000
Henan Province,河南省,Zhumadian City,驻马店市,Xiping County,西平县,114.02,33.38,463900
Henan Province,河南省,Zhumadian City,驻马店市,Shangcai County,上蔡县,114.27,33.27,463800
Henan Province,河南省,Zhumadian City,驻马店市,Pingyu County,平舆县,114.63,32.97,463400
Henan Province,河南省,Zhumadian City,驻马店市,Zhengyang County,正阳县,114.38,32.6,463600
Henan Province,河南省,Zhumadian City,驻马店市,Qingshan County,确山县,114.02,32.8,463200
Henan Province,河南省,Zhumadian City,驻马店市,Biyang County,泌阳县,113.32,32.72,463700
Henan Province,河南省,Zhumadian City,驻马店市,Runan County,汝南县,114.35,33,463300
Henan Province,河南省,Zhumadian City,驻马店市,Suiping County,遂平县,114,33.15,463100
Henan Province,河南省,Zhumadian City,驻马店市,Xin Cai County,新蔡县,114.98,32.75,463500
Hubei Province,湖北省,Wuhan,武汉市,Wuhan,武汉市,114.3,30.6,430000
Hubei Province,湖北省,Wuhan,武汉市,River bank,江岸区,114.3,30.6,430014
Hubei Province,湖北省,Wuhan,武汉市,Jianghan District,江汉区,114.27,30.6,430000
Hubei Province,湖北省,Wuhan,武汉市,Kukou District,硚口区,114.27,30.57,430000
Hubei Province,湖北省,Wuhan,武汉市,Hanyang District,汉阳区,114.27,30.55,430050
Hubei Province,湖北省,Wuhan,武汉市,Wuchang District,武昌区,114.3,30.57,430061
Hubei Province,湖北省,Wuhan,武汉市,Qingshan District,青山区,114.38,30.63,430080
Hubei Province,湖北省,Wuhan,武汉市,Hongshan District,洪山区,114.33,30.5,430070
Hubei Province,湖北省,Wuhan,武汉市,East and West Lake District,东西湖区,114.13,30.62,430040
Hubei Province,湖北省,Wuhan,武汉市,Hannan District,汉南区,114.08,30.32,430090
Hubei Province,湖北省,Wuhan,武汉市,Cai Dian District,蔡甸区,114.03,30.58,430100
Hubei Province,湖北省,Wuhan,武汉市,Jiangxia District,江夏区,114.32,30.35,430200
Hubei Province,湖北省,Wuhan,武汉市,Huangpi District,黄陂区,114.37,30.87,432200
Hubei Province,湖北省,Wuhan,武汉市,Xinzhou District,新洲区,114.8,30.85,431400
Hubei Province,湖北省,Yellowstone City,黄石市,Yellowstone City,黄石市,115.03,30.2,435000
Hubei Province,湖北省,Yellowstone City,黄石市,Huangshigang District,黄石港区,115.07,30.23,435000
Hubei Province,湖北省,Yellowstone City,黄石市,Sisai Mountains,西塞山区,115.12,30.2,435000
Hubei Province,湖北省,Yellowstone City,黄石市,Landing area,下陆区,114.97,30.18,435005
Hubei Province,湖北省,Yellowstone City,黄石市,Iron mountain area,铁山区,114.9,30.2,435006
Hubei Province,湖北省,Yellowstone City,黄石市,Yangxin County,阳新县,115.2,29.85,435200
Hubei Province,湖北省,Yellowstone City,黄石市,Daeye City,大冶市,114.97,30.1,435100
Hubei Province,湖北省,Shiyan City,十堰市,Shiyan City,十堰市,110.78,32.65,442000
Hubei Province,湖北省,Shiyan City,十堰市,Mao Jian District,茅箭区,110.82,32.6,442000
Hubei Province,湖北省,Shiyan City,十堰市,Zhangwan District,张湾区,110.78,32.65,442000
Hubei Province,湖北省,Shiyan City,十堰市,Qixian County,郧县,110.82,32.83,442500
Hubei Province,湖北省,Shiyan City,十堰市,Daixi County,郧西县,110.42,33,442600
Hubei Province,湖北省,Shiyan City,十堰市,Zhushan County,竹山县,110.23,32.23,442200
Hubei Province,湖北省,Shiyan City,十堰市,Zhuxi County,竹溪县,109.72,32.32,442300
Hubei Province,湖北省,Shiyan City,十堰市,House and county,房县,110.73,32.07,442100
Hubei Province,湖北省,Shiyan City,十堰市,Danjiangkou City,丹江口市,111.52,32.55,442700
Hubei Province,湖北省,Yichang City,宜昌市,Yichang City,宜昌市,111.28,30.7,443000
Hubei Province,湖北省,Yichang City,宜昌市,Xiling District,西陵区,111.27,30.7,443000
Hubei Province,湖北省,Yichang City,宜昌市,Wujiagang District,伍家岗区,111.35,30.65,443000
Hubei Province,湖北省,Yichang City,宜昌市,Point military region,点军区,111.27,30.7,443004
Hubei Province,湖北省,Yichang City,宜昌市,Laoting District,猇亭区,111.42,30.53,443007
Hubei Province,湖北省,Yichang City,宜昌市,Yiling District,夷陵区,111.32,30.77,443100
Hubei Province,湖北省,Yichang City,宜昌市,Yuan'an County,远安县,111.63,31.07,444200
Hubei Province,湖北省,Yichang City,宜昌市,Xingshan County,兴山县,110.75,31.35,443711
Hubei Province,湖北省,Yichang City,宜昌市,Yigui County,秭归县,110.98,30.83,443600
Hubei Province,湖北省,Yichang City,宜昌市,Changyang Tujia Autonomous County,长阳土家族自治县,111.18,30.47,443501
Hubei Province,湖北省,Yichang City,宜昌市,Wufeng Tujia Autonomous County,五峰土家族自治县,110.67,30.2,443400
Hubei Province,湖北省,Yichang City,宜昌市,Yidu City,宜都市,111.45,30.4,443300
Hubei Province,湖北省,Yichang City,宜昌市,Dangyang City,当阳市,111.78,30.82,444100
Hubei Province,湖北省,Yichang City,宜昌市,Zhijiang City,枝江市,111.77,30.43,443200
Hubei Province,湖北省,Xiangfan City,襄樊市,Xiangfan City,襄樊市,112.15,32.02,441000
Hubei Province,湖北省,Xiangfan City,襄樊市,Xiangcheng District,襄城区,112.15,32.02,441000
Hubei Province,湖北省,Xiangfan City,襄樊市,Fancheng District,樊城区,112.13,32.03,441000
Hubei Province,湖北省,Xiangfan City,襄樊市,Xiangyang District,襄阳区,112.2,32.08,441100
Hubei Province,湖北省,Xiangfan City,襄樊市,Nanzhang County,南漳县,111.83,31.78,441500
Hubei Province,湖北省,Xiangfan City,襄樊市,Gucheng County,谷城县,111.65,32.27,441700
Hubei Province,湖北省,Xiangfan City,襄樊市,Baokang County,保康县,111.25,31.88,441600
Hubei Province,湖北省,Xiangfan City,襄樊市,Old Hekou City,老河口市,111.67,32.38,441800
Hubei Province,湖北省,Xiangfan City,襄樊市,Zaoyang City,枣阳市,112.75,32.13,441200
Hubei Province,湖北省,Xiangfan City,襄樊市,Suitable city,宜城市,112.25,31.72,441400
Hubei Province,湖北省,Ezhou,鄂州市,Ezhou,鄂州市,114.88,30.4,436000
Hubei Province,湖北省,Ezhou,鄂州市,Liangzi Lake District,梁子湖区,114.67,30.08,436060
Hubei Province,湖北省,Ezhou,鄂州市,Huarong District,华容区,114.73,30.53,436000
Hubei Province,湖北省,Ezhou,鄂州市,Hubei,鄂城区,114.88,30.4,436001
Hubei Province,湖北省,Jingmen City,荆门市,Jingmen City,荆门市,112.2,31.03,448000
Hubei Province,湖北省,Jingmen City,荆门市,Dongbao District,东宝区,112.2,31.05,448004
Hubei Province,湖北省,Jingmen City,荆门市,Scalp area,掇刀区,112.2,30.98,448000
Hubei Province,湖北省,Jingmen City,荆门市,Jingshan County,京山县,113.1,31.02,431800
Hubei Province,湖北省,Jingmen City,荆门市,Shayang County,沙洋县,112.58,30.7,448200
Hubei Province,湖北省,Jingmen City,荆门市,Zhongxiang City,钟祥市,112.58,31.17,431900
Hubei Province,湖北省,Xiaogan City,孝感市,Xiaogan City,孝感市,113.92,30.93,432000
Hubei Province,湖北省,Xiaogan City,孝感市,Xiaonan District,孝南区,113.92,30.92,432100
Hubei Province,湖北省,Xiaogan City,孝感市,Xiaochang County,孝昌县,113.97,31.25,432900
Hubei Province,湖北省,Xiaogan City,孝感市,Dawu County,大悟县,114.12,31.57,432800
Hubei Province,湖北省,Xiaogan City,孝感市,Yunmeng County,云梦县,113.75,31.02,432500
Hubei Province,湖北省,Xiaogan City,孝感市,Cities,应城市,113.57,30.95,432400
Hubei Province,湖北省,Xiaogan City,孝感市,Anlu City,安陆市,113.68,31.27,432600
Hubei Province,湖北省,Xiaogan City,孝感市,Hanchuan City,汉川市,113.83,30.65,432300
Hubei Province,湖北省,Jingzhou,荆州市,Jingzhou,荆州市,112.23,30.33,434000
Hubei Province,湖北省,Jingzhou,荆州市,Sand City,沙市区,112.25,30.32,434000
Hubei Province,湖北省,Jingzhou,荆州市,Jingzhou District,荆州区,112.18,30.35,434020
Hubei Province,湖北省,Jingzhou,荆州市,Public security county,公安县,112.23,30.07,434300
Hubei Province,湖北省,Jingzhou,荆州市,Jianli County,监利县,112.88,29.82,433300
Hubei Province,湖北省,Jingzhou,荆州市,Jiangling County,江陵县,112.42,30.03,434100
Hubei Province,湖北省,Jingzhou,荆州市,Shishou City,石首市,112.4,29.73,434400
Hubei Province,湖北省,Jingzhou,荆州市,Honghu City,洪湖市,113.45,29.8,433200
Hubei Province,湖北省,Jingzhou,荆州市,Songzi City,松滋市,111.77,30.18,434200
Hubei Province,湖北省,Huanggang City,黄冈市,Huanggang City,黄冈市,114.87,30.45,438000
Hubei Province,湖北省,Huanggang City,黄冈市,Huangzhou District,黄州区,114.88,30.43,438000
Hubei Province,湖北省,Huanggang City,黄冈市,Tuanfeng County,团风县,114.87,30.63,438000
Hubei Province,湖北省,Huanggang City,黄冈市,Hong'an County,红安县,114.62,31.28,438400
Hubei Province,湖北省,Huanggang City,黄冈市,Luotian County,罗田县,115.4,30.78,438600
Hubei Province,湖北省,Huanggang City,黄冈市,Yingshan County,英山县,115.67,30.75,438700
Hubei Province,湖北省,Huanggang City,黄冈市,Lishui County,浠水县,115.27,30.45,438200
Hubei Province,湖北省,Huanggang City,黄冈市,Xunchun County,蕲春县,115.43,30.23,435300
Hubei Province,湖北省,Huanggang City,黄冈市,Huangmei County,黄梅县,115.93,30.08,435500
Hubei Province,湖北省,Huanggang City,黄冈市,Macheng City,麻城市,115.03,31.18,438300
Hubei Province,湖北省,Huanggang City,黄冈市,Martial,武穴市,115.55,29.85,435400
Hubei Province,湖北省,Xianning City,咸宁市,Xianning City,咸宁市,114.32,29.85,437000
Hubei Province,湖北省,Xianning City,咸宁市,Xian'an District,咸安区,114.3,29.87,437000
Hubei Province,湖北省,Xianning City,咸宁市,Jiayu County,嘉鱼县,113.9,29.98,437200
Hubei Province,湖北省,Xianning City,咸宁市,Tongcheng County,通城县,113.82,29.25,437400
Hubei Province,湖北省,Xianning City,咸宁市,Chongyang County,崇阳县,114.03,29.55,437500
Hubei Province,湖北省,Xianning City,咸宁市,Tongshan County,通山县,114.52,29.6,437600
Hubei Province,湖北省,Xianning City,咸宁市,Chibi City,赤壁市,113.88,29.72,437300
Hubei Province,湖北省,Suizhou,随州市,Suizhou,随州市,113.37,31.72,441300
Hubei Province,湖北省,Suizhou,随州市,Zengdu District,曾都区,113.37,31.72,441300
Hubei Province,湖北省,Suizhou,随州市,Guangshui City,广水市,113.82,31.62,432700
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,109.47,30.3,445000
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Enshi,恩施市,109.47,30.3,445000
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Lichuan City,利川市,108.93,30.3,445400
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Jianchi County,建始县,109.73,30.6,445300
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Badong County,巴东县,110.33,31.05,444300
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Xuan En County,宣恩县,109.48,29.98,445500
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Xianfeng County,咸丰县,109.15,29.68,445600
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Laifeng County,来凤县,109.4,29.52,445700
Hubei Province,湖北省,Enshi Tu Family Miao Autonomous Prefecture,恩施土家族苗族自治州,Hefeng County,鹤峰县,110.03,29.9,445800
Hubei Province,湖北省,Xian Tao City,仙桃市,Xian Tao City,仙桃市,113.45,30.37,433000
Hubei Province,湖北省,Xian Tao City,仙桃市,Qianjiang City,潜江市,112.88,30.42,433100
Hubei Province,湖北省,Xian Tao City,仙桃市,Tianmen,天门市,113.17,30.67,431700
Hubei Province,湖北省,Xian Tao City,仙桃市,Shennongjia Forest District,神农架林区,110.67,31.75,442400
Hunan Province,湖南省,Changsha City,长沙市,Changsha City,长沙市,112.93,28.23,410000
Hunan Province,湖南省,Changsha City,长沙市,Hibiscus area,芙蓉区,113.03,28.18,410000
Hunan Province,湖南省,Changsha City,长沙市,Tianxin District,天心区,112.98,28.12,410000
Hunan Province,湖南省,Changsha City,长沙市,Yuelu District,岳麓区,112.93,28.23,410006
Hunan Province,湖南省,Changsha City,长沙市,Kaifu District,开福区,112.98,28.25,410005
Hunan Province,湖南省,Changsha City,长沙市,Yuhua District,雨花区,113.03,28.13,410007
Hunan Province,湖南省,Changsha City,长沙市,Changsha County,长沙县,113.07,28.25,410100
Hunan Province,湖南省,Changsha City,长沙市,Wangcheng County,望城县,112.82,28.37,410200
Hunan Province,湖南省,Changsha City,长沙市,Ningxiang County,宁乡县,112.55,28.25,410600
Hunan Province,湖南省,Changsha City,长沙市,Liuyang City,浏阳市,113.63,28.15,410300
Hunan Province,湖南省,Zhuzhou City,株洲市,Zhuzhou City,株洲市,113.13,27.83,412000
Hunan Province,湖南省,Zhuzhou City,株洲市,Lotus pond,荷塘区,113.17,27.87,412000
Hunan Province,湖南省,Zhuzhou City,株洲市,Lujing District,芦淞区,113.15,27.83,412000
Hunan Province,湖南省,Zhuzhou City,株洲市,Shifeng District,石峰区,113.1,27.87,412005
Hunan Province,湖南省,Zhuzhou City,株洲市,Tianyuan District,天元区,113.12,27.83,412007
Hunan Province,湖南省,Zhuzhou City,株洲市,Zhuzhou County,株洲县,113.13,27.72,412000
Hunan Province,湖南省,Zhuzhou City,株洲市,You County,攸县,113.33,27,412300
Hunan Province,湖南省,Zhuzhou City,株洲市,Chaling County,茶陵县,113.53,26.8,412400
Hunan Province,湖南省,Zhuzhou City,株洲市,Yanling County,炎陵县,113.77,26.48,412500
Hunan Province,湖南省,Zhuzhou City,株洲市,Liling City,醴陵市,113.48,27.67,412200
Hunan Province,湖南省,Xiangtan City,湘潭市,Xiangtan City,湘潭市,112.93,27.83,411100
Hunan Province,湖南省,Xiangtan City,湘潭市,Yuhu District,雨湖区,112.9,27.87,411100
Hunan Province,湖南省,Xiangtan City,湘潭市,Yuetang District,岳塘区,112.95,27.87,411100
Hunan Province,湖南省,Xiangtan City,湘潭市,Xiangtan County,湘潭县,112.95,27.78,411200
Hunan Province,湖南省,Xiangtan City,湘潭市,Xiangxiang City,湘乡市,112.53,27.73,411400
Hunan Province,湖南省,Xiangtan City,湘潭市,Shaoshan City,韶山市,112.52,27.93,411300
Hunan Province,湖南省,Hengyang City,衡阳市,Hengyang City,衡阳市,112.57,26.9,421000
Hunan Province,湖南省,Hengyang City,衡阳市,Zhuhui District,珠晖区,112.62,26.9,421002
Hunan Province,湖南省,Hengyang City,衡阳市,Yanfeng District,雁峰区,112.6,26.88,421000
Hunan Province,湖南省,Hengyang City,衡阳市,Stone drum district,石鼓区,112.6,26.9,421000
Hunan Province,湖南省,Hengyang City,衡阳市,Steaming,蒸湘区,112.6,26.9,421001
Hunan Province,湖南省,Hengyang City,衡阳市,Nanyue District,南岳区,112.73,27.25,421900
Hunan Province,湖南省,Hengyang City,衡阳市,Hengyang County,衡阳县,112.37,26.97,421200
Hunan Province,湖南省,Hengyang City,衡阳市,Hengnan County,衡南县,112.67,26.73,430422
Hunan Province,湖南省,Hengyang City,衡阳市,Hengshan County,衡山县,112.87,27.23,421300
Hunan Province,湖南省,Hengyang City,衡阳市,Hengdong County,衡东县,112.95,27.08,421400
Hunan Province,湖南省,Hengyang City,衡阳市,Qidong County,祁东县,112.12,26.78,421600
Hunan Province,湖南省,Hengyang City,衡阳市,Puyang City,耒阳市,112.85,26.42,421800
Hunan Province,湖南省,Hengyang City,衡阳市,Changning City,常宁市,112.38,26.42,421500
Hunan Province,湖南省,Shaoyang City,邵阳市,Shaoyang City,邵阳市,111.47,27.25,422000
Hunan Province,湖南省,Shaoyang City,邵阳市,Shuangqing District,双清区,111.47,27.23,422000
Hunan Province,湖南省,Shaoyang City,邵阳市,Daxiang District,大祥区,111.45,27.23,422200
Hunan Province,湖南省,Shaoyang City,邵阳市,North Tower District,北塔区,111.45,27.25,422000
Hunan Province,湖南省,Shaoyang City,邵阳市,Shaodong County,邵东县,111.75,27.25,422800
Hunan Province,湖南省,Shaoyang City,邵阳市,Xin Shao County,新邵县,111.45,27.32,422900
Hunan Province,湖南省,Shaoyang City,邵阳市,Shaoyang County,邵阳县,111.27,27,422100
Hunan Province,湖南省,Shaoyang City,邵阳市,Longhui County,隆回县,111.03,27.12,422200
Hunan Province,湖南省,Shaoyang City,邵阳市,Dongkou County,洞口县,110.57,27.05,422300
Hunan Province,湖南省,Shaoyang City,邵阳市,Suining County,绥宁县,110.15,26.58,422600
Hunan Province,湖南省,Shaoyang City,邵阳市,Xinning County,新宁县,110.85,26.43,422700
Hunan Province,湖南省,Shaoyang City,邵阳市,Chengbu Miao Autonomous County,城步苗族自治县,110.32,26.37,422500
Hunan Province,湖南省,Shaoyang City,邵阳市,Wugang City,武冈市,110.63,26.73,422400
Hunan Province,湖南省,Yueyang City,岳阳市,Yueyang City,岳阳市,113.12,29.37,414000
Hunan Province,湖南省,Yueyang City,岳阳市,Yueyang Building District,岳阳楼区,113.1,29.37,414000
Hunan Province,湖南省,Yueyang City,岳阳市,Yunxi District,云溪区,113.3,29.47,414000
Hunan Province,湖南省,Yueyang City,岳阳市,Junshan District,君山区,113,29.43,414000
Hunan Province,湖南省,Yueyang City,岳阳市,Yueyang County,岳阳县,113.12,29.15,414100
Hunan Province,湖南省,Yueyang City,岳阳市,Huarong County,华容县,112.57,29.52,414200
Hunan Province,湖南省,Yueyang City,岳阳市,Xiangyin County,湘阴县,112.88,28.68,414600
Hunan Province,湖南省,Yueyang City,岳阳市,Pingjiang County,平江县,113.58,28.72,414500
Hunan Province,湖南省,Yueyang City,岳阳市,La Luo City,汨罗市,113.08,28.8,414400
Hunan Province,湖南省,Yueyang City,岳阳市,Linxiang City,临湘市,113.47,29.48,414300
Hunan Province,湖南省,Changde City,常德市,Changde City,常德市,111.68,29.05,415000
Hunan Province,湖南省,Changde City,常德市,Wuling District,武陵区,111.68,29.03,415000
Hunan Province,湖南省,Changde City,常德市,Dingcheng District,鼎城区,111.68,29.02,415100
Hunan Province,湖南省,Changde City,常德市,Anxiang County,安乡县,112.17,29.42,415600
Hunan Province,湖南省,Changde City,常德市,Hanshou County,汉寿县,111.97,28.9,415900
Hunan Province,湖南省,Changde City,常德市,Qixian County,澧县,111.75,29.63,415500
Hunan Province,湖南省,Changde City,常德市,Linyi County,临澧县,111.65,29.45,415200
Hunan Province,湖南省,Changde City,常德市,Taoyuan County,桃源县,111.48,28.9,451700
Hunan Province,湖南省,Changde City,常德市,Shimen County,石门县,111.38,29.58,415300
Hunan Province,湖南省,Changde City,常德市,Tianjin City,津市市,111.88,29.62,415400
Hunan Province,湖南省,Zhangjiajie City,张家界市,Zhangjiajie City,张家界市,110.47,29.13,427000
Hunan Province,湖南省,Zhangjiajie City,张家界市,Yongding District,永定区,110.48,29.13,427000
Hunan Province,湖南省,Zhangjiajie City,张家界市,Wulingyuan District,武陵源区,110.53,29.35,427400
Hunan Province,湖南省,Zhangjiajie City,张家界市,Cili County,慈利县,111.12,29.42,427200
Hunan Province,湖南省,Zhangjiajie City,张家界市,Sangzhi County,桑植县,110.15,29.4,427100
Hunan Province,湖南省,Yiyang City,益阳市,Yiyang City,益阳市,112.32,28.6,413000
Hunan Province,湖南省,Yiyang City,益阳市,Ziyang District,资阳区,112.32,28.6,413000
Hunan Province,湖南省,Yiyang City,益阳市,Heshan District,赫山区,112.37,28.6,413002
Hunan Province,湖南省,Yiyang City,益阳市,Nanxian County,南县,112.4,29.38,413200
Hunan Province,湖南省,Yiyang City,益阳市,Taojiang County,桃江县,112.12,28.53,413400
Hunan Province,湖南省,Yiyang City,益阳市,Anhua County,安化县,111.22,28.38,413500
Hunan Province,湖南省,Yiyang City,益阳市,Qijiang City,沅江市,112.38,28.85,413100
Hunan Province,湖南省,Luzhou,郴州市,Luzhou,郴州市,113.02,25.78,423000
Hunan Province,湖南省,Luzhou,郴州市,Beihu District,北湖区,113.02,25.8,423000
Hunan Province,湖南省,Luzhou,郴州市,Suxian District,苏仙区,113.03,25.8,423000
Hunan Province,湖南省,Luzhou,郴州市,Guiyang County,桂阳县,112.73,25.73,424400
Hunan Province,湖南省,Luzhou,郴州市,Yizhang County,宜章县,112.95,25.4,424200
Hunan Province,湖南省,Luzhou,郴州市,Yongxing County,永兴县,113.1,26.13,423300
Hunan Province,湖南省,Luzhou,郴州市,Jiahe County,嘉禾县,112.37,25.58,424500
Hunan Province,湖南省,Luzhou,郴州市,Linwu County,临武县,112.55,25.28,424300
Hunan Province,湖南省,Luzhou,郴州市,Rucheng County,汝城县,113.68,25.55,424100
Hunan Province,湖南省,Luzhou,郴州市,Guidong County,桂东县,113.93,26.08,423500
Hunan Province,湖南省,Luzhou,郴州市,Anren County,安仁县,113.27,26.7,423600
Hunan Province,湖南省,Luzhou,郴州市,Zixing City,资兴市,113.23,25.98,423400
Hunan Province,湖南省,Yongzhou,永州市,Yongzhou,永州市,111.62,26.43,425000
Hunan Province,湖南省,Yongzhou,永州市,Cold water beach area,冷水滩区,111.6,26.43,425000
Hunan Province,湖南省,Yongzhou,永州市,Qiyang County,祁阳县,111.85,26.58,426100
Hunan Province,湖南省,Yongzhou,永州市,Dong'an County,东安县,111.28,26.4,425900
Hunan Province,湖南省,Yongzhou,永州市,Dual -card county,双牌县,111.65,25.97,425200
Hunan Province,湖南省,Yongzhou,永州市,Daoxian,道县,111.58,25.53,425300
Hunan Province,湖南省,Yongzhou,永州市,Jiangyong County,江永县,111.33,25.28,425400
Hunan Province,湖南省,Yongzhou,永州市,Ningyuan County,宁远县,111.93,25.6,425600
Hunan Province,湖南省,Yongzhou,永州市,Lan Mountain County,蓝山县,112.18,25.37,425800
Hunan Province,湖南省,Yongzhou,永州市,Xintian County,新田县,112.22,25.92,425700
Hunan Province,湖南省,Yongzhou,永州市,Jianghua Yao Autonomous County,江华瑶族自治县,111.58,25.18,425500
Hunan Province,湖南省,Huaihua City,怀化市,Huaihua City,怀化市,110,27.57,418000
Hunan Province,湖南省,Huaihua City,怀化市,Cricket area,鹤城区,109.95,27.55,418000
Hunan Province,湖南省,Huaihua City,怀化市,Chinese county,中方县,109.93,27.4,418000
Hunan Province,湖南省,Huaihua City,怀化市,Fuling County,沅陵县,110.38,28.47,419600
Hunan Province,湖南省,Huaihua City,怀化市,Chenxi County,辰溪县,110.18,28,419500
Hunan Province,湖南省,Huaihua City,怀化市,Xupu County,溆浦县,110.58,27.92,419300
Hunan Province,湖南省,Huaihua City,怀化市,Together with the county,会同县,109.72,26.87,418300
Hunan Province,湖南省,Huaihua City,怀化市,Mayang Miao Autonomous County,麻阳苗族自治县,109.8,27.87,419400
Hunan Province,湖南省,Huaihua City,怀化市,Xinhuang Dong Autonomous County,新晃侗族自治县,109.17,27.37,419200
Hunan Province,湖南省,Huaihua City,怀化市,Qijiang Dai Autonomous County,芷江侗族自治县,109.68,27.45,419100
Hunan Province,湖南省,Huaihua City,怀化市,Jingzhou Miao and Dong Autonomous County,靖州苗族侗族自治县,109.68,26.58,418400
Hunan Province,湖南省,Huaihua City,怀化市,Channel Dai Autonomous County,通道侗族自治县,109.78,26.17,418500
Hunan Province,湖南省,Huaihua City,怀化市,Hongjiang City,洪江市,109.82,27.2,418200
Hunan Province,湖南省,Loudi City,娄底市,Loudi City,娄底市,112,27.73,417000
Hunan Province,湖南省,Loudi City,娄底市,Louxing District,娄星区,112,27.73,417000
Hunan Province,湖南省,Loudi City,娄底市,Shuangfeng County,双峰县,112.2,27.45,417700
Hunan Province,湖南省,Loudi City,娄底市,Xinhua County,新化县,111.3,27.75,417600
Hunan Province,湖南省,Loudi City,娄底市,Lengshuijiang City,冷水江市,111.43,27.68,417500
Hunan Province,湖南省,Loudi City,娄底市,Lianyuan City,涟源市,111.67,27.7,417100
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,109.73,28.32,416000
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Jishou City,吉首市,109.73,28.32,416000
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Luxi County,泸溪县,110.22,28.22,416100
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Phoenix,凤凰县,109.6,27.95,416200
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Huayuan County,花垣县,109.48,28.58,416400
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Baojing County,保靖县,109.65,28.72,416500
Hunan Province,湖南省,Xiangxi Tujia Miao Autonomous Prefecture,湘西土家族苗族自治州,Guzhang County,古丈县,109.95,28.62,416300
