Province,Region,Longitude,Latitude,Post Code
Fujian,Youxi,118.18,26.17,365100
Fujian,Sand,117.78,26.4,365500
Fujian,Ji Le,117.47,26.73,353300
Fujian,Taining,117.17,26.9,354400
Fujian,Jianning,116.83,26.83,354500
Fujian,Yongan,117.37,25.98,366000
Fujian,Quanzhou,118.67,24.88,362000
Fujian,Carp,118.6,24.92,362000
Fujian,Fengze,118.6,24.92,362000
Fujian,Luojiang,118.67,24.95,362011
Fujian,Quangang,118.88,25.12,362800
Fujian,Hui'an,118.8,25.03,362100
Fujian,Anxi,118.18,25.07,362400
Fujian,Yongchun,118.3,25.32,362600
Fujian,Dehua,118.23,25.5,362500
Fujian,Kinmen,118.32,24.43,NA
Fujian,Shishi,118.65,24.73,362700
Fujian,Jinjiang,118.58,24.82,362200
Fujian,Nan'an,118.38,24.97,362300
Fujian,Zhangzhou,117.65,24.52,363000
Fujian,Laocheng,117.65,24.52,363000
Fujian,Longwen,117.72,24.52,363005
Fujian,Yunxiao,117.33,23.95,363300
Fujian,Zhangpu,117.62,24.13,363200
Fujian,Zu'an,117.18,23.72,363500
Fujian,Changtai,117.75,24.62,363900
Fujian,Dongshan,117.43,23.7,363400
Fujian,Nanjing,117.37,24.52,363600
Fujian,Pinghe,117.3,24.37,363700
Fujian,Hua'an,117.53,25.02,363800
Fujian,Longhai,117.82,24.45,363100
Fujian,Nanping,118.17,26.65,353000
Fujian,Yanping,118.17,26.65,353000
Fujian,Shunchang,117.8,26.8,353200
Fujian,Pucheng,118.53,27.92,353400
Fujian,Glittering,117.33,27.55,354100
Fujian,Songxi,118.78,27.53,353500
Fujian,Zhenghe,118.85,27.37,353600
Fujian,Shawu,117.48,27.37,354000
Fujian,Wuyishan,118.03,27.77,354300
Fujian,Jian'ou,118.32,27.03,353100
Fujian,Jianyang,118.12,27.33,354200
Fujian,Longyan,117.03,25.1,364000
Fujian,Silla,117.03,25.1,364000
Fujian,Changting,116.35,25.83,366300
Fujian,Yongding,116.73,24.72,364100
Fujian,Shanghang,116.42,25.05,364200
Fujian,Wu Ping,116.1,25.1,364300
Fujian,Liancheng,116.75,25.72,366200
Fujian,Zhangping,117.42,25.3,364400
Fujian,Ningde,119.52,26.67,352000
Fujian,Jiaocheng,119.52,26.67,352100
Fujian,Xiapu,120,26.88,355100
Fujian,Gutian,118.75,26.58,352200
Fujian,Pingnan,118.98,26.92,352300
Fujian,Shouning,119.5,27.47,355500
Fujian,Zhouning,119.33,27.12,355400
Fujian,Dai Rong,119.9,27.23,355300
Fujian,Fu'an,119.65,27.08,355000
Fujian,Fuding,120.22,27.33,355200
Jiangxi,Nanchang,115.85,28.68,330000
Jiangxi,Donghu,115.9,28.68,330000
Jiangxi,West Lake,115.87,28.67,330009
Jiangxi,Qingyun spectrum,115.92,28.63,330001
Jiangxi,Bayi,115.73,28.72,330004
Jiangxi,Qingshan Lake,115.95,28.68,330006
Jiangxi,Nanchang,115.93,28.55,330200
Jiangxi,New,115.82,28.7,330100
Jiangxi,Anyi,115.55,28.85,330500
Jiangxi,Jinxian,116.27,28.37,331700
Jiangxi,Jingdezhen,117.17,29.27,333000
Jiangxi,Changjiang,117.17,29.27,333000
Jiangxi,Zhu Shan,117.2,29.3,333000
Jiangxi,Fu Liang,117.25,29.37,333400
Jiangxi,Leping,117.12,28.97,333300
Jiangxi,Pingxiang,113.85,27.63,337000
Jiangxi,Anyuan,113.87,27.65,337000
Jiangxi,Xiangdong,113.73,27.65,337016
Jiangxi,Lianhua,113.95,27.13,337100
Jiangxi,Shangli,113.8,27.88,337009
Jiangxi,Luxi,114.03,27.63,337200
Jiangxi,Jiujiang,116,29.7,332000
Jiangxi,Lushan,115.98,29.68,332900
Jiangxi,Xunyang,115.98,29.73,332000
Jiangxi,Jiujiang,115.88,29.62,332100
Jiangxi,Wuning,115.1,29.27,332300
Jiangxi,Xiushui,114.57,29.03,332400
Jiangxi,Yongxiu,115.8,29.03,330300
Jiangxi,De'an,115.77,29.33,330400
Jiangxi,Xingzi,116.03,29.45,332800
Jiangxi,Duchang,116.18,29.27,332600
Jiangxi,Hukou,116.22,29.73,332500
Jiangxi,Pengze,116.55,29.9,332700
Jiangxi,Ruichang,115.67,29.68,332200
Jiangxi,Xinyu,114.92,27.82,338000
Jiangxi,Yushui,114.93,27.8,338000
Jiangxi,Division,114.67,27.82,336600
Jiangxi,Yingtan,117.07,28.27,335000
Jiangxi,Moon Lake,117.05,28.23,335000
Jiangxi,Yujiang,116.82,28.2,335200
Jiangxi,Guixi,117.22,28.28,335400
Jiangxi,Ganzhou,114.93,25.83,341000
Jiangxi,Zhang tribute,114.93,25.87,341000
Jiangxi,NA,115,25.87,341100
Jiangxi,Xinfeng,114.93,25.38,341600
Jiangxi,Dabu,114.35,25.4,341500
Jiangxi,Shangshang,114.53,25.8,341200
Jiangxi,Chongyi,114.3,25.7,341300
Jiangxi,Anyuan,115.38,25.13,342100
Jiangxi,Longnan,114.78,24.92,341700
Jiangxi,Dingnan,115.03,24.78,341900
Jiangxi,All over the south,114.52,24.75,341800
Jiangxi,Ningdu,116.02,26.48,342800
Jiangxi,Yudu,115.42,25.95,342300
Jiangxi,Xingguo,115.35,26.33,342400
Jiangxi,Huichang,115.78,25.6,342600
Jiangxi,Xunwu,115.65,24.95,342200
Jiangxi,Shicheng,116.33,26.33,342700
Jiangxi,Ruijin,116.03,25.88,342500
Jiangxi,Nangang,114.75,25.65,341400
Jiangxi,Ji'an,114.98,27.12,343000
Jiangxi,Jizhou,114.98,27.12,343000
Jiangxi,Qingyuan,115,27.1,343009
Jiangxi,Ji'an,114.9,27.05,343100
Jiangxi,Jishui,115.13,27.22,331603
Jiangxi,Xiangjiang,115.33,27.62,331409
Jiangxi,Xingan,115.4,27.77,331300
Jiangxi,Yongfeng,115.43,27.32,331500
Jiangxi,Taihe,114.88,26.8,343700
Jiangxi,Suichuan,114.52,26.33,343900
Jiangxi,Wan'an,114.78,26.47,343800
Jiangxi,Anfu,114.62,27.38,343200
Jiangxi,Yongxin,114.23,26.95,343400
Jiangxi,Jinggangshan,114.27,26.72,343600
Jiangxi,Yichun,114.38,27.8,336000
Jiangxi,Yuanzhou,114.38,27.8,336000
Jiangxi,Fengxin,115.38,28.7,330700
Jiangxi,Wanzai,114.43,28.12,336100
Jiangxi,Shanggao,114.92,28.23,336400
Jiangxi,Yifeng,114.78,28.38,336300
Jiangxi,Jing'an,115.35,28.87,330600
Jiangxi,Tonggu,114.37,28.53,336200
Jiangxi,Abundant,115.78,28.2,331100
Jiangxi,Camphor,115.53,28.07,331200
Jiangxi,Ga'an,115.37,28.42,330800
Jiangxi,Fuzhou,116.35,28,344000
Jiangxi,Linchuan,116.35,27.98,344100
Jiangxi,Nancheng,116.63,27.55,344700
Jiangxi,Lichuan,116.92,27.3,344600
Jiangxi,Nanfeng,116.53,27.22,344500
Jiangxi,Chongren,116.05,27.77,344200
Jiangxi,Le'an,115.83,27.43,344300
Jiangxi,Yihuang,116.22,27.55,344400
Jiangxi,Jinxi,116.77,27.92,344800
Jiangxi,Zixi,117.07,27.7,335300
Jiangxi,Dongxiang,116.62,28.23,331800
Jiangxi,Guangchang,116.32,26.83,344900
Jiangxi,Shangrao,117.97,28.45,334000
Jiangxi,Xinzhou,117.95,28.43,334000
Jiangxi,Shangrao,117.92,28.43,334100
Jiangxi,Guangfeng,118.18,28.43,334600
Jiangxi,Yushan,118.25,28.68,334700
Jiangxi,Lead mountain,117.7,28.32,334500
Jiangxi,Hengfeng,117.6,28.42,334300
Jiangxi,Puyang,117.43,28.4,334400
Jiangxi,Yuqian,116.68,28.7,335100
Jiangxi,Poyang,116.67,29,333100
Jiangxi,Wannian,117.07,28.7,335500
Jiangxi,Wuyuan,117.85,29.25,333200
Jiangxi,Dexing,117.57,28.95,334200
Shandong,Jinan,116.98,36.67,250000
Shandong,Xiaxia,117.08,36.67,250014
Shandong,Central,117,36.65,250002
Shandong,Central,116.58,35.4,250002
Shandong,Central,117.57,34.87,250002
Shandong,Huaiyin,116.93,36.65,250000
Shandong,Flying,116.98,36.68,250000
Shandong,Calendar,117.07,36.68,250100
Shandong,Changqing,116.73,36.55,250300
Shandong,Pingyin,116.45,36.28,250400
Shandong,Jiyang,117.22,36.98,251400
Shandong,Shanghe,117.15,37.32,251600
Shandong,Zhangqiu,117.53,36.72,250200
Shandong,Qingdao,120.38,36.07,266000
Shandong,South of the,120.38,36.07,266071
Shandong,Northern,120.38,36.08,266011
Shandong,Square,120.35,36.1,266000
Shandong,Huangdao,120.18,35.97,999999
Shandong,Laoshan,120.47,36.1,266100
Shandong,Licang,120.43,36.15,266041
Shandong,Chengyang,120.37,36.3,266109
Shandong,Jiaozhou,120.03,36.27,266300
Shandong,Jimo,120.45,36.38,266200
Shandong,Pingdu,119.95,36.78,266700
Shandong,Jiaonan,120.03,35.87,266400
Shandong,Laixi,120.5,36.87,266600
Shandong,Zibo,118.05,36.82,255000
Shandong,Zhangdian,118.03,36.82,255022
Shandong,Boshan,117.85,36.5,255200
Shandong,Linzi,118.3,36.82,255400
Shandong,Zhoucun,117.87,36.8,255300
Shandong,Huantai,118.08,36.97,256400
Shandong,Gaoqing,117.82,37.17,256300
Shandong,Yiyuan,118.17,36.18,256100
Shandong,Zaozhuang,117.32,34.82,277100
Shandong,Central,117,36.65,277100
Shandong,Central,116.58,35.4,277100
Shandong,Central,117.57,34.87,277100
Shandong,Xuecheng,117.25,34.8,277000
Shandong,Laocheng,117.58,34.77,277300
Shandong,Taierzhuang,117.73,34.57,277400
Shandong,Mountain pavilion,117.45,35.08,277200
Shandong,Tengzhou,117.15,35.08,277500
Shandong,Dongying,118.67,37.43,257000
Shandong,Dongying,118.5,37.47,257100
Shandong,Estuary,118.53,37.88,257200
Shandong,Kenli,118.55,37.58,257500
Shandong,Lijin,118.25,37.48,257400
Shandong,Guangrao,118.4,37.07,257300
Shandong,Yantai,121.43,37.45,264000
Shandong,Zhizhen,121.38,37.53,264001
Shandong,Fushan,121.25,37.5,265500
Shandong,Mouping,121.6,37.38,264100
Shandong,Laishan,121.43,37.5,264003
Shandong,Changdao,120.73,37.92,265800
Shandong,Longkou,120.52,37.65,265700
Shandong,Laiyang,120.7,36.98,265200
Shandong,Laizhou,119.93,37.18,261400
Shandong,Penglai,120.75,37.82,265600
Shandong,Zhaoyuan,120.4,37.37,265400
Shandong,Qixia,120.83,37.3,265300
Shandong,Haiyang,121.15,36.78,265100
Shandong,Weifang,119.15,36.7,261000
Shandong,Weicheng,119.1,36.72,261021
Shandong,Hansing,119.22,36.77,261100
Shandong,Fangzi,119.17,36.67,261200
Shandong,Kuiwen,119.12,36.72,261000
Shandong,Linyi,118.53,36.52,262600
Shandong,Changle,118.82,36.7,262400
Shandong,Qingzhou,118.47,36.68,262500
Shandong,Cities,119.4,36,262200
Shandong,Shouguang,118.73,36.88,262700
Shandong,Anqiu,119.2,36.43,262100
Shandong,Gao Mi,119.75,36.38,261500
Shandong,Changyi,119.4,36.87,261300
Shandong,Jining,116.58,35.42,272000
Shandong,Central,117,36.65,272000
Shandong,Central,116.58,35.4,272000
Shandong,Central,117.57,34.87,272000
Shandong,Cities,116.58,35.42,272000
Shandong,Weishan,117.13,34.82,277600
Shandong,Yutai,116.65,35,272300
Shandong,Jinxiang,116.3,35.07,272200
Shandong,Jiaxiang,116.33,35.42,272400
Shandong,Wenshang,116.48,35.73,272500
Shandong,Surabaya,117.27,35.67,273200
Shandong,Liangshan,116.08,35.8,272600
Shandong,Qufu,116.98,35.58,273100
Shandong,Yanzhou,116.83,35.55,272100
Shandong,Zou,116.97,35.4,273500
Shandong,Tai'an,117.08,36.2,271000
Shandong,Taishan,117.13,36.18,271000
Shandong,Daiyue,117,36.18,271000
Shandong,Ningyang,116.8,35.77,271400
Shandong,Dongping,116.47,35.93,271500
Shandong,Xintai,117.77,35.92,271200
Shandong,Fat,116.77,36.18,271600
Shandong,Weihai,122.12,37.52,264200
Shandong,Huancui,122.12,37.5,264200
Shandong,Wendeng,122.05,37.2,264400
Shandong,Rongcheng,122.42,37.17,264300
Shandong,Rushan,121.53,36.92,264500
Shandong,Rizhao,119.52,35.42,276800
Shandong,Donggang,119.45,35.42,276800
Shandong,Lanshan,119.33,35.1,276800
Shandong,Wulian,119.2,35.75,262300
Shandong,Qixian,118.83,35.58,276500
Shandong,Laiwu,117.67,36.22,271100
Shandong,Laicheng,117.65,36.2,271100
Shandong,Steel,117.8,36.07,271104
Shandong,Linyi,118.35,35.05,276000
Shandong,Lan Mountain,118.33,35.07,276002
Shandong,Luozhuang,118.28,34.98,276017
Shandong,Hedong,118.4,35.08,276000
Shandong,Yinan,118.47,35.55,276300
Shandong,Tancheng,118.35,34.62,276100
Shandong,Yishui,118.62,35.78,276400
Shandong,Cangshan,118.05,34.85,277700
Shandong,Feixian,117.97,35.27,273400
Shandong,Pingyi,117.63,35.5,273300
Shandong,Junan,118.83,35.18,276600
Shandong,Mengyin,117.93,35.72,276200
Shandong,Linyi,118.65,34.92,276700
Shandong,Texas,116.3,37.45,253000
Shandong,Virtue,116.3,37.45,253011
Shandong,Lingxian,116.57,37.33,253500
Shandong,Ningjin,116.78,37.65,253400
Shandong,Qingyun,117.38,37.78,253700
Shandong,Linyi,116.87,37.18,251500
Shandong,Qihe,116.75,36.8,251100
Shandong,Plain,116.43,37.17,253100
Shandong,Xiajin,116,36.95,253200
Shandong,Martial arts,116.07,37.22,253300
Shandong,La Ling,117.23,37.73,253600
Shandong,Yu,116.63,36.93,251200
Shandong,Chat cities,115.98,36.45,252000
Shandong,Dongchangfu,115.98,36.45,252000
Shandong,Yanggu,115.78,36.12,252300
Shandong,Xinxian,115.67,36.23,252400
Shandong,Pingping,116.25,36.58,252100
Shandong,Donga,116.25,36.33,252200
Shandong,Guanxian,115.43,36.48,252500
Shandong,Gaotang,116.23,36.87,252800
Shandong,Linqing,115.7,36.85,252600
Shandong,Binzhou,117.97,37.38,256600
Shandong,Coastal,118,37.38,256600
Shandong,Huimin,117.5,37.48,251700
Shandong,Yangxin,117.58,37.63,251800
Shandong,Wudi,117.6,37.73,251900
Shandong,Zhanhua,118.13,37.7,256800
Shandong,Boxing,118.13,37.15,256500
Shandong,Zouping,117.73,36.88,256200
Shandong,Peony,115.43,35.25,274009
Shandong,Cao,115.53,34.83,274000
Shandong,Single,116.08,34.8,274000
Shandong,Chengwu,115.88,34.95,274000
Shandong,Junye,116.08,35.4,274000
Shandong,Tancheng,115.93,35.6,274000
Shandong,Tancheng,115.5,35.57,274000
Shandong,Dingtao,115.57,35.07,274000
Shandong,Dongming,115.08,35.28,274500
Henan,Zhengzhou,113.62,34.75,450000
Henan,Central Plains,113.6,34.75,450000
Henan,Two -sevens,113.65,34.73,450000
Henan,Guancheng,113.67,34.75,450000
Henan,Jinshui,113.65,34.78,450003
Henan,Upper neighborhood,113.28,34.82,450041
Henan,Huiji,113.6,34.87,450044
Henan,Zhongmu,113.97,34.72,451450
Henan,Gongyi,112.98,34.77,451200
Henan,Puyang,113.4,34.78,450100
Henan,Xinmi,113.38,34.53,452370
Henan,Xinzheng,113.73,34.4,451150
Henan,Dengfeng,113.03,34.47,452470
Henan,Kaifeng,114.3,34.8,475000
Henan,Longting,114.35,34.8,475000
Henan,Shunhe,114.35,34.8,475000
Henan,Gulou,114.35,34.78,475000
Henan,Qi,114.78,34.55,475200
Henan,Tongxu,114.47,34.48,475400
Henan,Weishi,114.18,34.42,475500
Henan,Kaifeng,114.43,34.77,475100
Henan,Lancao,114.82,34.82,475300
Henan,Luoyang,112.45,34.62,471000
Henan,old Town,112.47,34.68,471000
Henan,Western Gong,112.43,34.67,471000
Henan,Xunxi,112.4,34.67,471000
Henan,Geely,112.58,34.9,471012
Henan,Luolong,112.45,34.62,471000
Henan,Mengjin,112.43,34.83,471100
Henan,Xin'an,112.15,34.72,471800
Henan,Luanchuan,111.62,33.78,471500
Henan,Song,112.1,34.15,471400
Henan,Ruyang,112.47,34.15,471200
Henan,Yiyang,112.17,34.52,471600
Henan,Luoning,111.65,34.38,471700
Henan,Yichuan,112.42,34.42,471300
Henan,Yanshi,112.78,34.73,471900
Henan,Pingdingshan,113.18,33.77,467000
Henan,Xinhua,113.3,33.73,467000
Henan,Weidong,113.33,33.73,467000
Henan,Shilong,112.88,33.9,467045
Henan,Zhanhe,113.28,33.73,467000
Henan,Baofeng,113.07,33.88,467400
Henan,Ye,113.35,33.62,467200
Henan,Lushan,112.9,33.73,467300
Henan,Qixian,113.22,33.97,467100
Henan,Dance steel market,113.52,33.3,462500
Henan,Ruzhou,112.83,34.17,467599
Henan,Anyang,114.38,36.1,455000
Henan,Wenfeng,114.35,36.08,455000
Henan,Beiguan,114.35,36.12,455000
Henan,Yindu,114.3,36.12,455000
Henan,Longan,114.32,36.1,455000
Henan,Anyang,114.35,36.1,455100
Henan,Tangyin,114.35,35.92,456150
Henan,Slippery,114.52,35.58,456400
Henan,Neihuang,114.9,35.95,456350
Henan,Linzhou,113.82,36.07,456550
Henan,Hebi,114.28,35.75,458000
Henan,Heshan,114.15,35.95,458010
Henan,Mountainous,114.18,35.9,458000
Henan,Qibin,114.3,35.73,458030
Henan,Junxian,114.55,35.67,456250
Henan,Qi,114.2,35.6,456750
Henan,Xinxiang,113.9,35.3,453000
Henan,Red flag,113.87,35.3,453000
Henan,Wei Bin,113.85,35.3,453000
Henan,Fengquan,113.92,35.38,4453011
Henan,Makino,113.9,35.32,453002
Henan,Xinxiang,113.8,35.2,453700
Henan,Gongjia,113.65,35.27,453800
Henan,Yuanyang,113.97,35.05,453500
Henan,Yanjin,114.2,35.15,453200
Henan,Fengqiu,114.42,35.05,453300
Henan,Changyuan,114.68,35.2,453400
Henan,Weihui,114.07,35.4,453100
Henan,Huixian,113.8,35.47,453600
Henan,Jiaozuo,113.25,35.22,454150
Henan,Liberation,113.22,35.25,454150
Henan,Central station,113.17,35.23,454150
Henan,Ma Village,113.32,35.27,454150
Henan,Shanyang,113.25,35.22,454150
Henan,Xiuwu,113.43,35.23,454350
Henan,Boai,113.07,35.17,454450
Henan,Martial arts,113.38,35.1,454950
Henan,Wen,113.08,34.93,454850
Henan,Jiyuan,112.58,35.07,454150
Henan,Qinyang,112.93,35.08,454550
Henan,Mengzhou,112.78,34.9,454750
Henan,Puyang,115.03,35.77,457000
Henan,Hualong,115.07,35.78,457001
Henan,Qingfeng,115.12,35.9,457300
Henan,Nanle,115.2,36.08,457400
Henan,Fan,115.5,35.87,457500
Henan,Former,115.85,36,457600
Henan,Puyang,115.02,35.7,457100
Henan,Xuchang,113.85,34.03,461000
Henan,Weidu,113.82,34.03,461000
Henan,Xuchang,113.83,34,461100
Henan,Liling,114.2,34.1,461200
Henan,Xiangcheng,113.48,33.85,461700
Henan,Yuzhou,113.47,34.17,461670
Henan,Changge,113.77,34.22,461500
Henan,Luohe,114.02,33.58,462000
Henan,Laocheng,114,33.58,462300
Henan,Zuming,114.07,33.57,462300
Henan,Wuyang,113.6,33.43,462400
Henan,Lintong,113.93,33.82,462600
Henan,Sanmenxia,111.2,34.78,472000
Henan,Lake,111.2,34.78,472000
Henan,Pochi,111.75,34.77,472400
Henan,Shaanxi,111.08,34.7,472100
Henan,Lu's,111.05,34.05,472200
Henan,Yima,111.87,34.75,472300
Henan,Lingbao,110.87,34.52,472500
Henan,Nanyang,112.52,33,473000
Henan,Wancheng,112.55,33.02,473000
Henan,Wolong,112.53,32.98,473000
Henan,Nanzhao,112.43,33.5,474650
Henan,Fangcheng,113,33.27,473200
Henan,Xixia,111.48,33.28,474550
Henan,Zhenping,112.23,33.03,474250
Henan,Nengxiang,111.85,33.05,474350
Henan,Xichuan,111.48,33.13,474450
Henan,Sheqi,112.93,33.05,473300
Henan,Tanghe,112.83,32.7,473400
Henan,Xinye,112.35,32.52,473500
Henan,Tongbai,113.4,32.37,474750
Henan,Dengzhou,112.08,32.68,474150
Henan,Shangqiu,115.65,34.45,476000
Henan,Liangyuan,115.63,34.45,476000
Henan,Puyang,115.63,34.38,476000
Henan,Civil rights,115.13,34.65,476800
Henan,Suixian,115.07,34.45,476900
Henan,Ningling,115.32,34.45,476700
Henan,Tancheng,115.3,34.07,476200
Henan,Yucheng,115.85,34.4,476300
Henan,Xiayi,116.13,34.23,476400
Henan,Permanent,116.43,33.92,476600
Henan,Xinyang,114.07,32.13,464000
Henan,Luohe,114.05,32.12,464000
Henan,Pingqiao,114.12,32.1,464100
Henan,Luoshan,114.53,32.2,464200
Henan,Guangshan,114.9,32.02,465450
Henan,New,114.87,31.63,465550
Henan,Mall,115.4,31.8,465350
Henan,Gu Shi,115.68,32.18,465200
Henan,Huangchuan,115.03,32.13,465150
Henan,Huaibin,115.4,32.43,464400
Henan,Xixian,114.73,32.35,464300
Henan,Zhoukou,114.65,33.62,466000
Henan,Fugou,114.38,34.07,461300
Henan,Xihua,114.53,33.8,466600
Henan,Shangshui,114.6,33.53,466100
Henan,Shenqiu,115.07,33.4,466300
Henan,Dancheng,115.2,33.65,477150
Henan,Huaiyang,114.88,33.73,466700
Henan,Taikang,114.85,34.07,475400
Henan,Luyi,115.48,33.87,477200
Henan,Cities,114.9,33.45,466200
Henan,Zhumadian,114.02,32.98,463000
Henan,Post -city,114.05,32.97,463000
Henan,Xiping,114.02,33.38,463900
Henan,Shangcai,114.27,33.27,463800
Henan,Pingyu,114.63,32.97,463400
Henan,Zhengyang,114.38,32.6,463600
Henan,Qingshan,114.02,32.8,463200
Henan,Biyang,113.32,32.72,463700
Henan,Runan,114.35,33,463300
Henan,Suiping,114,33.15,463100
Henan,Xin Cai,114.98,32.75,463500
Hubei,Wuhan,114.3,30.6,430000
Hubei,River bank,114.3,30.6,430014
Hubei,Jianghan,114.27,30.6,430000
Hubei,Kukou,114.27,30.57,430000
Hubei,Hanyang,114.27,30.55,430050
Hubei,Wuchang,114.3,30.57,430061
Hubei,Qingshan,114.38,30.63,430080
Hubei,Hongshan,114.33,30.5,430070
Hubei,East West Lake,114.13,30.62,430040
Hubei,Hannan,114.08,30.32,430090
Hubei,Cai Dian,114.03,30.58,430100
Hubei,Jiangxia,114.32,30.35,430200
Hubei,Huangpi,114.37,30.87,432200
Hubei,Xinzhou,114.8,30.85,431400
Hubei,Yellowstone,115.03,30.2,435000
Hubei,Huangshigang,115.07,30.23,435000
Hubei,Sisai Mountains,115.12,30.2,435000
Hubei,Landing,114.97,30.18,435005
Hubei,Iron mountain,114.9,30.2,435006
Hubei,Yangxin,115.2,29.85,435200
Hubei,Daeye,114.97,30.1,435100
Hubei,Shiyan,110.78,32.65,442000
Hubei,Mao Jian,110.82,32.6,442000
Hubei,Zhangwan,110.78,32.65,442000
Hubei,Qixian,110.82,32.83,442500
Hubei,Daixi,110.42,33,442600
Hubei,Zhushan,110.23,32.23,442200
Hubei,Zhuxi,109.72,32.32,442300
Hubei,House,110.73,32.07,442100
Hubei,Danjiangkou,111.52,32.55,442700
Hubei,Yichang,111.28,30.7,443000
Hubei,Xiling,111.27,30.7,443000
Hubei,Wujiagang,111.35,30.65,443000
Hubei,Point military,111.27,30.7,443004
Hubei,Laoting,111.42,30.53,443007
Hubei,Yiling,111.32,30.77,443100
Hubei,Yuan'an,111.63,31.07,444200
Hubei,Xingshan,110.75,31.35,443711
Hubei,Yigui,110.98,30.83,443600
Hubei,Changyang,111.18,30.47,443501
Hubei,Wufeng,110.67,30.2,443400
Hubei,Yidu,111.45,30.4,443300
Hubei,Dangyang,111.78,30.82,444100
Hubei,Zhijiang,111.77,30.43,443200
Hubei,Xiangfan,112.15,32.02,441000
Hubei,Xiangcheng,112.15,32.02,441000
Hubei,Fancheng,112.13,32.03,441000
Hubei,Xiangyang,112.2,32.08,441100
Hubei,Nanzhang,111.83,31.78,441500
Hubei,Gucheng,111.65,32.27,441700
Hubei,Baokang,111.25,31.88,441600
Hubei,Old Hekou,111.67,32.38,441800
Hubei,Zaoyang,112.75,32.13,441200
Hubei,Suitable,112.25,31.72,441400
Hubei,Ezhou,114.88,30.4,436000
Hubei,Liangzi Lake,114.67,30.08,436060
Hubei,Huarong,114.73,30.53,436000
Hubei,NA,114.88,30.4,436001
Hubei,Jingmen,112.2,31.03,448000
Hubei,Dongbao,112.2,31.05,448004
Hubei,Scalp,112.2,30.98,448000
Hubei,Jingshan,113.1,31.02,431800
Hubei,Shayang,112.58,30.7,448200
Hubei,Zhongxiang,112.58,31.17,431900
Hubei,Xiaogan,113.92,30.93,432000
Hubei,Xiaonan,113.92,30.92,432100
Hubei,Xiaochang,113.97,31.25,432900
Hubei,Dawu,114.12,31.57,432800
Hubei,Yunmeng,113.75,31.02,432500
Hubei,Cities,113.57,30.95,432400
Hubei,Anlu,113.68,31.27,432600
Hubei,Hanchuan,113.83,30.65,432300
Hubei,Jingzhou,112.23,30.33,434000
Hubei,Sand,112.25,30.32,434000
Hubei,Jingzhou,112.18,30.35,434020
Hubei,Public security,112.23,30.07,434300
Hubei,Jianli,112.88,29.82,433300
Hubei,Jiangling,112.42,30.03,434100
Hubei,Shishou,112.4,29.73,434400
Hubei,Honghu,113.45,29.8,433200
Hubei,Songzi,111.77,30.18,434200
Hubei,Huanggang,114.87,30.45,438000
Hubei,Huangzhou,114.88,30.43,438000
Hubei,Tuanfeng,114.87,30.63,438000
Hubei,Hong'an,114.62,31.28,438400
Hubei,Luotian,115.4,30.78,438600
Hubei,Yingshan,115.67,30.75,438700
Hubei,Lishui,115.27,30.45,438200
Hubei,Xunchun,115.43,30.23,435300
Hubei,Huangmei,115.93,30.08,435500
Hubei,Macheng,115.03,31.18,438300
Hubei,Martial,115.55,29.85,435400
Hubei,Xianning,114.32,29.85,437000
Hubei,Xian'an,114.3,29.87,437000
Hubei,Jiayu,113.9,29.98,437200
Hubei,Tongcheng,113.82,29.25,437400
Hubei,Chongyang,114.03,29.55,437500
Hubei,Tongshan,114.52,29.6,437600
Hubei,Chibi,113.88,29.72,437300
Hubei,Suizhou,113.37,31.72,441300
Hubei,Zengdu,113.37,31.72,441300
Hubei,Guangshui,113.82,31.62,432700
Hubei,Enshi Tu Family Miao,109.47,30.3,445000
Hubei,Enshi,109.47,30.3,445000
Hubei,Lichuan,108.93,30.3,445400
Hubei,Jianchi,109.73,30.6,445300
Hubei,Badong,110.33,31.05,444300
Hubei,Xuan En,109.48,29.98,445500
Hubei,Xianfeng,109.15,29.68,445600
Hubei,Laifeng,109.4,29.52,445700
Hubei,Hefeng,110.03,29.9,445800
Hubei,Xian Tao,113.45,30.37,433000
Hubei,Qianjiang,112.88,30.42,433100
Hubei,Tianmen,113.17,30.67,431700
Hubei,Shennongjia Forest,110.67,31.75,442400
Hunan,Changsha,112.93,28.23,410000
Hunan,Hibiscus,113.03,28.18,410000
Hunan,Tianxin,112.98,28.12,410000
Hunan,Yuelu,112.93,28.23,410006
Hunan,Kaifu,112.98,28.25,410005
Hunan,Yuhua,113.03,28.13,410007
Hunan,Changsha,113.07,28.25,410100
Hunan,Wangcheng,112.82,28.37,410200
Hunan,Ningxiang,112.55,28.25,410600
Hunan,Liuyang,113.63,28.15,410300
Hunan,Zhuzhou,113.13,27.83,412000
Hunan,Lotus pond,113.17,27.87,412000
Hunan,Lujing,113.15,27.83,412000
Hunan,Shifeng,113.1,27.87,412005
Hunan,Tianyuan,113.12,27.83,412007
Hunan,Zhuzhou,113.13,27.72,412000
Hunan,You,113.33,27,412300
Hunan,Chaling,113.53,26.8,412400
Hunan,Yanling,113.77,26.48,412500
Hunan,Liling,113.48,27.67,412200
Hunan,Xiangtan,112.93,27.83,411100
Hunan,Yuhu,112.9,27.87,411100
Hunan,Yuetang,112.95,27.87,411100
Hunan,Xiangtan,112.95,27.78,411200
Hunan,Xiangxiang,112.53,27.73,411400
