Province,Country,Type,Amount,Unit,ID,Source,year,value,Province.Code
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2013,18193126,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2011,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2010,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2021,33680746,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2009,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2012,12739807,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2022,22132000,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2009,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2011,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2020,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2022,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2017,25095973,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2018,38260525,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2014,17886164,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2021,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2020,37379433,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2007,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2006,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2019,40802532,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2008,0,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2021,1797.56,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2022,1951.36,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2007,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2015,14350900,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2013,442259,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2016,18488974,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2011,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2015,0,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2006,0,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2017,1013.9,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2008,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2019,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2007,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2008,0,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2009,0,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2012,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2012,359206,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2016,863.7,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2013,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2014,280047,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2015,534.9,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2019,1490.29,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2016,203170,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2018,1166.2,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2006,0,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2014,0,410000
Henan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094702,Ministry of Finance,2020,1607.54,410000
Henan,China,Revenue of Local Government Funds,Total,CNY 10k,M0159592,Henan Provincial Department of Finance,2010,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2018,0,410000
Henan,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159597,Henan Provincial Department of Finance,2017,0,410000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2017,24343513,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2014,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2016,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2011,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2021,39129000,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2022,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2010,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2009,4831000,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2019,34749051,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2012,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2018,35351312,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2008,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2007,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2020,32292805,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2015,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2013,0,420000
Hubei,China,Revenue of Local Government Funds,Total,CNY 10k,M0065642,Hubei Provincial Bureau of Statistics,2006,0,420000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2020,33534000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2009,0,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2010,0,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2011,0,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2019,29619000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2012,7798000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2007,0,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2008,0,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2006,0,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2022,31595000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2018,22298000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2015,11730000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2016,10429000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2017,12839300,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2014,14256000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2021,37919000,430000
Hunan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065650,Hunan Provincial Bureau of Statistics,2013,11069000,430000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2006,1183000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2010,6073000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2007,1828000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2009,3174000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2017,3427693,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2011,8220000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2008,2776000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2016,2633835,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2021,5049198,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2018,5674583,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2019,6373946,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2020,6564000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2012,6992000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2022,4077000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2013,6467000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2014,5025000,150000
Inner Mongolia,China,Revenue of Local Government Funds,Total,CNY 10k,M0065548,Inner Mongolia Provincial Bureau of Statistics,2015,2500777,150000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2006,0,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2007,8127800,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2008,13153200,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2009,17788900,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2010,35643000,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2011,40695918,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2012,36123744,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2013,50180970,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2014,54168580,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2015,46180811,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2016,60478157,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2017,70057967,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2018,82228061,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2019,92495915,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2020,113593900,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2021,136329482,320000
Jiangsu,China,Revenue of Local Government Funds,Total,CNY 10k,M0065580,Jiangsu Provincial Bureau of Statistics,2022,114785823,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2013,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2014,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2015,662.7,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2016,559.3,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2017,664,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2018,752.7800000000001,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2006,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2007,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2008,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2009,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2010,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2011,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2012,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2012,503746,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2013,399420,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2014,291855,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2015,342149,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2016,324559,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2017,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2019,863.58,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2006,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2007,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2008,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2009,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2010,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2011,379701,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2020,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2021,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2018,0,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2019,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2020,1014.49,320000
Jiangsu,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159338,Jiangsu Provincial Department of Finance,2022,0,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2022,1163.37,320000
Jiangsu,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6094900,Ministry of Finance,2021,1078.6699999999998,320000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2013,192000,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2008,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2019,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2010,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2012,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2009,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2014,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2017,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2015,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2006,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2020,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2021,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2008,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2010,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2022,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2007,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2007,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2011,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2018,25687401,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2006,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2012,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2018,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2014,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2011,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2016,0,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2017,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2009,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2022,22520000,360000
Jiangxi,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0065601,Jiangxi Provincial Bureau of Statistics,2016,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2015,0,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2013,14392000,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2021,29718000,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2019,25374300.73,360000
Jiangxi,China,Revenue of Local Government Funds,Total,CNY 10k,M0065600,Jiangxi Provincial Bureau of Statistics,2020,31015000,360000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2017,5135300,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2010,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2008,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2009,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2013,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2010,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2011,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2007,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2006,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2016,3927500,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2014,6086600,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2012,5167000,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2018,5583200,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2019,6652500,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2007,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2010,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2014,0,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2015,569.4399999999999,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2009,0,220000
Jilin,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159214,Jilin Provincial Department of Finance,2014,0,220000
Jilin,China,Revenue of Local Government Funds,Total,CNY 10k,M0065559,Jilin Provincial Bureau of Statistics,2015,3671500,220000
Jilin,China,Provincial Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543420,Ministry of Finance,2018,0,220000
